,text,total_count,book_title,supersense_category,count
1004,cornfields,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
1005,corporation,6,the_book_of_dragons,noun.group,6
1006,corse,2,phantasmion,noun.location,2
1007,cot- tage J,1,phantasmion,noun.location,1
1008,council,18,a_house_of_pomegranates,noun.group,1
1009,council,18,melisande,noun.group,1
1010,council,18,old_fashioned_fairy_tales,noun.group,1
1011,council,18,phantasmion,noun.group,2
1012,council,18,prince_ricardo_of_pantouflia,noun.group,1
1013,council,18,the_light_princess_and_other_fairy_stories,noun.group,2
1014,council,18,the_little_lame_prince_and_his_travelling_cloak,noun.group,4
1015,council,18,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,3
1016,council,18,the_pied_piper_of_hamelin,noun.group,3
1017,council -,1,the_brown_owl,noun.group,1
1018,council - board,1,a_house_of_pomegranates,noun.group,1
1019,counting -,1,the_light_princess_and_other_fairy_stories,noun.group,1
1020,countries,19,a_house_of_pomegranates,noun.group,1
1021,countries,19,old_fashioned_fairy_tales,noun.group,1
1022,countries,19,phantasmion,noun.group,2
1023,countries,19,prince_ricardo_of_pantouflia,noun.group,3
1024,countries,19,the_brown_owl,noun.group,2
1025,countries,19,the_little_lame_prince_and_his_travelling_cloak,noun.group,3
1026,countries,19,the_little_lame_prince_and_his_travelling_cloak,noun.location,2
1027,countries,19,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,3
1028,countries,19,the_rose_and_the_ring,noun.location,2
1029,country,204,a_house_of_pomegranates,noun.group,2
1030,country,204,a_house_of_pomegranates,noun.location,4
1031,country,204,dymchurch_flit,noun.location,1
1032,country,204,melisande,noun.group,3
1033,country,204,melisande,noun.location,2
1034,country,204,old_fashioned_fairy_tales,noun.group,1
1035,country,204,old_fashioned_fairy_tales,noun.location,7
1036,country,204,phantasmion,noun.group,4
1037,country,204,phantasmion,noun.location,26
1038,country,204,prince_prigio,noun.group,6
1039,country,204,prince_prigio,noun.location,3
1040,country,204,prince_ricardo_of_pantouflia,noun.group,6
1041,country,204,prince_ricardo_of_pantouflia,noun.location,11
1042,country,204,the_book_of_dragons,noun.group,4
1043,country,204,the_book_of_dragons,noun.location,13
1044,country,204,the_brown_owl,noun.location,9
1045,country,204,the_happy_prince_and_other_tales,noun.location,4
1046,country,204,the_king_of_the_golden_river,noun.location,2
1047,country,204,the_light_princess_and_other_fairy_stories,noun.group,2
1048,country,204,the_light_princess_and_other_fairy_stories,noun.location,19
1049,country,204,the_little_lame_prince_and_his_travelling_cloak,noun.group,10
1050,country,204,the_little_lame_prince_and_his_travelling_cloak,noun.location,19
1051,country,204,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,5
1052,country,204,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,25
1053,country,204,the_pied_piper_of_hamelin,noun.location,1
1054,country,204,the_reluctant_dragon,noun.group,1
1055,country,204,the_reluctant_dragon,noun.location,2
1056,country,204,the_rose_and_the_ring,noun.group,3
1057,country,204,the_rose_and_the_ring,noun.location,9
1058,country -,1,old_fashioned_fairy_tales,noun.location,1
1059,country fields,1,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
1060,country folk,1,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,1
1061,country of,1,a_house_of_pomegranates,noun.location,1
1062,country place,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
1063,country round,2,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
1064,country round,2,the_reluctant_dragon,noun.location,1
1065,country- side,1,the_reluctant_dragon,noun.location,1
1066,county,3,the_little_lame_prince_and_his_travelling_cloak,noun.location,3
1067,"county,--the",1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
1068,couple,6,old_fashioned_fairy_tales,noun.group,2
1069,couple,6,phantasmion,noun.group,1
1070,couple,6,the_magic_fishbone,noun.group,1
1071,couple,6,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,1
1072,couple,6,the_rose_and_the_ring,noun.group,1
1073,course,28,a_house_of_pomegranates,noun.location,1
1074,course,28,phantasmion,noun.group,1
1075,course,28,phantasmion,noun.location,17
1076,course,28,the_brown_owl,noun.group,1
1077,course,28,the_king_of_the_golden_river,noun.group,1
1078,course,28,the_king_of_the_golden_river,noun.location,1
1079,course,28,the_light_princess_and_other_fairy_stories,noun.group,1
1080,course,28,the_little_lame_prince_and_his_travelling_cloak,noun.location,3
1081,course,28,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
1082,course,28,the_rose_and_the_ring,noun.group,1
1083,court,33,a_house_of_pomegranates,noun.group,2
1084,court,33,old_fashioned_fairy_tales,noun.group,6
1085,court,33,phantasmion,noun.group,5
1086,court,33,prince_prigio,noun.group,2
1087,court,33,the_light_princess_and_other_fairy_stories,noun.group,1
1088,court,33,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,11
1089,court,33,the_rose_and_the_ring,noun.group,6
1090,courts,1,the_rose_and_the_ring,noun.group,1
1091,covert,2,phantasmion,noun.group,1
1092,covert,2,the_book_of_dragons,noun.location,1
1093,crescent,1,phantasmion,noun.location,1
1094,crest,4,phantasmion,noun.location,2
1095,crest,4,prince_ricardo_of_pantouflia,noun.location,2
1096,crests,1,the_king_of_the_golden_river,noun.location,1
1097,crew,9,dymchurch_flit,noun.group,2
1098,crew,9,phantasmion,noun.group,7
1099,crowd,51,a_house_of_pomegranates,noun.group,5
1100,crowd,51,old_fashioned_fairy_tales,noun.group,2
1101,crowd,51,phantasmion,noun.group,11
1102,crowd,51,prince_prigio,noun.group,3
1103,crowd,51,prince_ricardo_of_pantouflia,noun.group,2
1104,crowd,51,the_book_of_dragons,noun.group,7
1105,crowd,51,the_brown_owl,noun.group,6
1106,crowd,51,the_little_lame_prince_and_his_travelling_cloak,noun.group,2
1107,crowd,51,the_magic_fishbone,noun.group,1
1108,crowd,51,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,3
1109,crowd,51,the_pied_piper_of_hamelin,noun.group,1
1110,crowd,51,the_reluctant_dragon,noun.group,6
1111,crowd,51,the_rose_and_the_ring,noun.group,2
1112,crowds,6,phantasmion,noun.group,1
1113,crowds,6,the_little_lame_prince_and_his_travelling_cloak,noun.group,3
1114,crowds,6,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,1
1115,crowds,6,the_pied_piper_of_hamelin,noun.group,1
1116,crown,2,a_house_of_pomegranates,noun.location,1
1117,crown,2,prince_prigio,noun.group,1
1118,crowns,1,the_rose_and_the_ring,noun.group,1
1119,dance,2,the_happy_prince_and_other_tales,noun.group,2
1120,dark,1,prince_ricardo_of_pantouflia,noun.location,1
1121,dark-,1,phantasmion,noun.location,1
1122,daylig,1,phantasmion,noun.location,1
1123,daylight,2,the_book_of_dragons,noun.location,1
1124,daylight,2,the_light_princess_and_other_fairy_stories,noun.location,1
1125,dead,7,a_house_of_pomegranates,noun.group,1
1126,dead,7,old_fashioned_fairy_tales,noun.group,1
1127,dead,7,phantasmion,noun.group,4
1128,dead,7,the_brown_owl,noun.group,1
1129,deep,2,a_house_of_pomegranates,noun.location,2
1130,den,2,phantasmion,noun.location,1
1131,den,2,the_rose_and_the_ring,noun.location,1
1132,depths,1,old_fashioned_fairy_tales,noun.location,1
1133,deputation,2,the_happy_prince_and_other_tales,noun.group,2
1134,descendants,1,phantasmion,noun.group,1
1135,desert,7,phantasmion,noun.location,2
1136,desert,7,prince_ricardo_of_pantouflia,noun.location,1
1137,desert,7,the_happy_prince_and_other_tales,noun.location,1
1138,desert,7,the_light_princess_and_other_fairy_stories,noun.location,1
1139,desert,7,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
1140,desert,7,the_rose_and_the_ring,noun.location,1
1141,desert moor,1,phantasmion,noun.location,1
1142,destination,1,old_fashioned_fairy_tales,noun.location,1
1143,direction,26,a_house_of_pomegranates,noun.location,1
1144,direction,26,old_fashioned_fairy_tales,noun.location,6
1145,direction,26,phantasmion,noun.location,6
1146,direction,26,prince_prigio,noun.location,5
1147,direction,26,the_brown_owl,noun.location,1
1148,direction,26,the_happy_prince_and_other_tales,noun.location,1
1149,direction,26,the_king_of_the_golden_river,noun.location,1
1150,direction,26,the_light_princess_and_other_fairy_stories,noun.location,4
1151,direction,26,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
1152,directions,7,old_fashioned_fairy_tales,noun.location,1
1153,directions,7,phantasmion,noun.location,1
1154,directions,7,the_light_princess_and_other_fairy_stories,noun.location,3
1155,directions,7,the_little_lame_prince_and_his_travelling_cloak,noun.location,2
1156,distance,13,goblin_market,noun.location,1
1157,distance,13,phantasmion,noun.location,6
1158,distance,13,the_book_of_dragons,noun.location,1
1159,distance,13,the_happy_prince_and_other_tales,noun.location,1
1160,distance,13,the_light_princess_and_other_fairy_stories,noun.location,1
1161,distance,13,the_little_lame_prince_and_his_travelling_cloak,noun.location,2
1162,distance,13,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
1163,district,8,old_fashioned_fairy_tales,noun.location,2
1164,district,8,phantasmion,noun.location,6
1165,districts,1,old_fashioned_fairy_tales,noun.location,1
1166,division,3,phantasmion,noun.group,1
1167,division,3,the_rose_and_the_ring,noun.group,2
1168,divisions,1,phantasmion,noun.group,1
1169,domain,6,phantasmion,noun.group,1
1170,domain,6,phantasmion,noun.location,5
1171,domi- nions,1,phantasmion,noun.group,1
1172,dominions,7,old_fashioned_fairy_tales,noun.location,2
1173,dominions,7,phantasmion,noun.group,1
1174,dominions,7,prince_ricardo_of_pantouflia,noun.location,1
1175,dominions,7,the_rose_and_the_ring,noun.group,1
1176,dominions,7,the_rose_and_the_ring,noun.location,2
1177,downs,1,the_book_of_dragons,noun.location,1
1178,drove,1,prince_ricardo_of_pantouflia,noun.group,1
1179,dry land,2,the_book_of_dragons,noun.location,1
1180,dry land,2,the_light_princess_and_other_fairy_stories,noun.location,1
1181,dukedom,1,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
1182,dwarfs,1,the_book_of_dragons,noun.group,1
1183,dwell-,1,phantasmion,noun.location,1
1184,dynasty,2,the_light_princess_and_other_fairy_stories,noun.group,1
1185,dynasty,2,the_rose_and_the_ring,noun.group,1
1186,east,1,prince_prigio,noun.location,1
1187,edge,44,a_house_of_pomegranates,noun.location,1
1188,edge,44,dymchurch_flit,noun.location,1
1189,edge,44,old_fashioned_fairy_tales,noun.location,6
1190,edge,44,phantasmion,noun.location,14
1191,edge,44,prince_prigio,noun.location,2
1192,edge,44,prince_ricardo_of_pantouflia,noun.location,1
1193,edge,44,the_book_of_dragons,noun.location,7
1194,edge,44,the_brown_owl,noun.location,1
1195,edge,44,the_happy_prince_and_other_tales,noun.location,1
1196,edge,44,the_light_princess_and_other_fairy_stories,noun.location,7
1197,edge,44,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
1198,edge,44,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
1199,edge,44,the_rose_and_the_ring,noun.location,1
1200,edges,2,the_king_of_the_golden_river,noun.location,1
1201,edges,2,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
1202,elves,1,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,1
1203,eminence,1,phantasmion,noun.location,1
1204,empire,3,a_house_of_pomegranates,noun.group,1
1205,empire,3,the_rose_and_the_ring,noun.location,2
1206,end,103,a_house_of_pomegranates,noun.location,5
1207,end,103,dymchurch_flit,noun.location,1
1208,end,103,old_fashioned_fairy_tales,noun.location,6
1209,end,103,phantasmion,noun.location,26
1210,end,103,prince_prigio,noun.location,1
1211,end,103,prince_ricardo_of_pantouflia,noun.location,2
1212,end,103,the_book_of_dragons,noun.location,20
1213,end,103,the_brown_owl,noun.location,15
1214,end,103,the_happy_prince_and_other_tales,noun.location,6
1215,end,103,the_king_of_the_golden_river,noun.location,2
1216,end,103,the_light_princess_and_other_fairy_stories,noun.location,5
1217,end,103,the_little_lame_prince_and_his_travelling_cloak,noun.location,5
1218,end,103,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
1219,end,103,the_pied_piper_of_hamelin,noun.location,1
1220,end,103,the_reluctant_dragon,noun.location,6
1221,end,103,the_rose_and_the_ring,noun.location,1
1222,ends,6,phantasmion,noun.location,2
1223,ends,6,prince_ricardo_of_pantouflia,noun.location,1
1224,ends,6,the_brown_owl,noun.location,1
1225,ends,6,the_king_of_the_golden_river,noun.location,1
1226,ends,6,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
1227,enemy,30,melisande,noun.group,1
1228,enemy,30,phantasmion,noun.group,7
1229,enemy,30,prince_prigio,noun.group,1
1230,enemy,30,prince_ricardo_of_pantouflia,noun.group,2
1231,enemy,30,the_brown_owl,noun.group,10
1232,enemy,30,the_light_princess_and_other_fairy_stories,noun.group,2
1233,enemy,30,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,3
1234,enemy,30,the_reluctant_dragon,noun.group,1
1235,enemy,30,the_rose_and_the_ring,noun.group,3
1236,establishment,1,prince_ricardo_of_pantouflia,noun.group,1
1237,face,1,the_light_princess_and_other_fairy_stories,noun.location,1
1238,fair,3,old_fashioned_fairy_tales,noun.group,2
1239,fair,3,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,1
1240,fairyland,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
1241,families,8,prince_ricardo_of_pantouflia,noun.group,1
1242,families,8,the_book_of_dragons,noun.group,6
1243,families,8,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
1244,family,32,a_house_of_pomegranates,noun.group,1
1245,family,32,melisande,noun.group,1
1246,family,32,prince_prigio,noun.group,7
1247,family,32,prince_ricardo_of_pantouflia,noun.group,6
1248,family,32,the_book_of_dragons,noun.group,2
1249,family,32,the_happy_prince_and_other_tales,noun.group,2
1250,family,32,the_light_princess_and_other_fairy_stories,noun.group,1
1251,family,32,the_little_lame_prince_and_his_travelling_cloak,noun.group,5
1252,family,32,the_rose_and_the_ring,noun.group,7
1253,fastnesses,1,phantasmion,noun.location,1
1254,feast,17,a_house_of_pomegranates,noun.group,2
1255,feast,17,goblin_market,noun.group,2
1256,feast,17,old_fashioned_fairy_tales,noun.group,3
1257,feast,17,phantasmion,noun.group,2
1258,feast,17,prince_ricardo_of_pantouflia,noun.group,1
1259,feast,17,the_book_of_dragons,noun.group,1
1260,feast,17,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
1261,feast,17,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,5
1262,fellowship,1,old_fashioned_fairy_tales,noun.group,1
1263,fen,1,a_house_of_pomegranates,noun.location,1
1264,festival,2,phantasmion,noun.group,2
1265,"fi""om Tiis",1,phantasmion,noun.location,1
1266,field,48,a_house_of_pomegranates,noun.group,1
1267,field,48,a_house_of_pomegranates,noun.location,2
1268,field,48,old_fashioned_fairy_tales,noun.location,8
1269,field,48,phantasmion,noun.group,1
1270,field,48,phantasmion,noun.location,16
1271,field,48,prince_prigio,noun.location,1
1272,field,48,prince_ricardo_of_pantouflia,noun.location,1
1273,field,48,the_book_of_dragons,noun.location,16
1274,field,48,the_brown_owl,noun.location,2
1275,fields,29,old_fashioned_fairy_tales,noun.location,5
1276,fields,29,phantasmion,noun.location,4
1277,fields,29,the_book_of_dragons,noun.group,2
1278,fields,29,the_book_of_dragons,noun.location,5
1279,fields,29,the_happy_prince_and_other_tales,noun.location,1
1280,fields,29,the_light_princess_and_other_fairy_stories,noun.location,2
1281,fields,29,the_little_lame_prince_and_his_travelling_cloak,noun.location,3
1282,fields,29,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,7
1283,fire brigade,2,the_book_of_dragons,noun.group,2
1284,firmament,2,phantasmion,noun.location,2
1285,flank,1,phantasmion,noun.location,1
1286,fleet,8,melisande,noun.group,1
1287,fleet,8,phantasmion,noun.group,6
1288,fleet,8,the_light_princess_and_other_fairy_stories,noun.group,1
1289,fleet Mad,1,goblin_market,noun.group,1
1290,flight,4,phantasmion,noun.group,1
1291,flight,4,the_book_of_dragons,noun.group,3
1292,flock,18,a_house_of_pomegranates,noun.group,1
1293,flock,18,old_fashioned_fairy_tales,noun.group,5
1294,flock,18,phantasmion,noun.group,9
1295,flock,18,the_happy_prince_and_other_tales,noun.group,1
1296,flock,18,the_light_princess_and_other_fairy_stories,noun.group,1
1297,flock,18,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,1
1298,flocks,2,phantasmion,noun.group,2
1299,flowets,1,phantasmion,noun.group,1
1300,flush,1,phantasmion,noun.group,1
1301,fold,1,phantasmion,noun.location,1
1302,folk,16,a_house_of_pomegranates,noun.group,5
1303,folk,16,dymchurch_flit,noun.group,2
1304,folk,16,old_fashioned_fairy_tales,noun.group,4
1305,folk,16,the_little_lame_prince_and_his_travelling_cloak,noun.group,2
1306,folk,16,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,3
1307,folks,8,dymchurch_flit,noun.group,1
1308,folks,8,old_fashioned_fairy_tales,noun.group,2
1309,folks,8,phantasmion,noun.group,1
1310,folks,8,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
1311,folks,8,the_pied_piper_of_hamelin,noun.group,2
1312,folks,8,the_rose_and_the_ring,noun.group,1
1313,foot,22,old_fashioned_fairy_tales,noun.location,2
1314,foot,22,phantasmion,noun.location,6
1315,foot,22,prince_ricardo_of_pantouflia,noun.location,1
1316,foot,22,the_book_of_dragons,noun.location,1
1317,foot,22,the_brown_owl,noun.location,2
1318,foot,22,the_light_princess_and_other_fairy_stories,noun.location,4
1319,foot,22,the_little_lame_prince_and_his_travelling_cloak,noun.location,6
1320,force,4,phantasmion,noun.group,3
1321,force,4,the_rose_and_the_ring,noun.group,1
1322,forces,7,phantasmion,noun.group,5
1323,forces,7,the_brown_owl,noun.group,1
1324,forces,7,the_rose_and_the_ring,noun.group,1
1325,fore-,1,phantasmion,noun.location,1
1326,foreground,1,the_brown_owl,noun.location,1
1327,forepart,1,phantasmion,noun.location,1
1328,forest,107,a_house_of_pomegranates,noun.group,32
1329,forest,107,old_fashioned_fairy_tales,noun.group,7
1330,forest,107,phantasmion,noun.group,35
1331,forest,107,the_brown_owl,noun.group,2
1332,forest,107,the_light_princess_and_other_fairy_stories,noun.group,20
1333,forest,107,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
1334,forest,107,the_rose_and_the_ring,noun.group,10
1335,forests,2,phantasmion,noun.group,2
1336,formation,1,the_light_princess_and_other_fairy_stories,noun.group,1
1337,fray,1,the_king_of_the_golden_river,noun.group,1
1338,fringe,1,the_book_of_dragons,noun.location,1
1339,fron- tiers,1,phantasmion,noun.location,1
1340,front,8,old_fashioned_fairy_tales,noun.location,3
1341,front,8,phantasmion,noun.location,2
1342,front,8,the_brown_owl,noun.location,2
1343,front,8,the_king_of_the_golden_river,noun.location,1
1344,front line,1,phantasmion,noun.location,1
1345,front place,1,the_reluctant_dragon,noun.location,1
1346,frontier,2,a_house_of_pomegranates,noun.location,1
1347,frontier,2,the_rose_and_the_ring,noun.location,1
1348,frontiers,1,prince_ricardo_of_pantouflia,noun.location,1
1349,fronts,1,phantasmion,noun.location,1
1350,furni- ture,1,phantasmion,noun.group,1
1351,gang,1,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
1352,"garden,'^",1,phantasmion,noun.location,1
1353,gardens,1,phantasmion,noun.group,1
1354,gay Northern Lights,1,the_fairies,noun.location,1
1355,generation,1,prince_ricardo_of_pantouflia,noun.group,1
1356,gentry,2,the_reluctant_dragon,noun.group,1
1357,gentry,2,the_rose_and_the_ring,noun.group,1
1358,girdle,1,the_book_of_dragons,noun.location,1
1359,glade,2,phantasmion,noun.location,2
1360,glades,1,phantasmion,noun.location,1
1361,gleam- ing- vale,1,phantasmion,noun.location,1
1362,glen,1,goblin_market,noun.location,1
1363,good folk,1,the_fairies,noun.group,1
1364,government,1,the_rose_and_the_ring,noun.group,1
1365,governments,1,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
1366,grave,2,phantasmion,noun.location,2
1367,green hill,1,phantasmion,noun.location,1
1368,green hills,1,phantasmion,noun.location,1
1369,green lanes,1,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
1370,green space,1,phantasmion,noun.location,1
1371,ground,2,a_house_of_pomegranates,noun.location,1
1372,ground,2,phantasmion,noun.location,1
1373,grounds,2,prince_ricardo_of_pantouflia,noun.location,1
1374,grounds,2,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
1375,group,13,phantasmion,noun.group,7
1376,group,13,the_brown_owl,noun.group,1
1377,group,13,the_light_princess_and_other_fairy_stories,noun.group,1
1378,group,13,the_little_lame_prince_and_his_travelling_cloak,noun.group,3
1379,group,13,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,1
1380,groups,3,goblin_market,noun.group,1
1381,groups,3,phantasmion,noun.group,1
1382,groups,3,the_brown_owl,noun.group,1
1383,grove,31,a_house_of_pomegranates,noun.group,1
1384,grove,31,phantasmion,noun.group,26
1385,grove,31,phantasmion,noun.location,1
1386,grove,31,the_happy_prince_and_other_tales,noun.group,2
1387,grove,31,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
1388,groves,3,phantasmion,noun.group,2
1389,groves,3,phantasmion,noun.location,1
1390,grove—“that,1,the_happy_prince_and_other_tales,noun.location,1
1391,guard,4,prince_prigio,noun.group,1
1392,guard,4,the_rose_and_the_ring,noun.group,3
1393,guard of,1,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
1394,gulf,1,phantasmion,noun.location,1
1395,habitations,1,the_light_princess_and_other_fairy_stories,noun.location,1
1396,half,1,the_brown_owl,noun.location,1
1397,hamlet,1,phantasmion,noun.group,1
1398,harbour,1,the_happy_prince_and_other_tales,noun.location,1
1399,hardihood,1,phantasmion,noun.location,1
1400,haunt,1,phantasmion,noun.location,1
1401,haunts,5,goblin_market,noun.location,1
1402,haunts,5,phantasmion,noun.location,4
1403,head,4,a_house_of_pomegranates,noun.location,1
1404,head,4,the_brown_owl,noun.location,1
1405,head,4,the_happy_prince_and_other_tales,noun.location,1
1406,head,4,the_light_princess_and_other_fairy_stories,noun.location,1
1407,heads,1,old_fashioned_fairy_tales,noun.group,1
1408,heap,25,old_fashioned_fairy_tales,noun.group,3
1409,heap,25,phantasmion,noun.group,2
1410,heap,25,prince_prigio,noun.group,5
1411,heap,25,the_book_of_dragons,noun.group,4
1412,heap,25,the_brown_owl,noun.group,3
1413,heap,25,the_happy_prince_and_other_tales,noun.group,1
1414,heap,25,the_king_of_the_golden_river,noun.group,1
1415,heap,25,the_light_princess_and_other_fairy_stories,noun.group,1
1416,heap,25,the_little_lame_prince_and_his_travelling_cloak,noun.group,2
1417,heap,25,the_necklace_of_princess_fiorimonde_and_other_stories,noun.group,1
1418,heap,25,the_reluctant_dragon,noun.group,1
1419,heap,25,the_rose_and_the_ring,noun.group,1
1420,heaps,4,phantasmion,noun.group,3
1421,heaps,4,prince_prigio,noun.group,1
1422,heart,7,old_fashioned_fairy_tales,noun.location,1
1423,heart,7,phantasmion,noun.location,2
1424,heart,7,the_light_princess_and_other_fairy_stories,noun.location,4
1425,heart!--false,1,the_rose_and_the_ring,noun.location,1
1426,heath,1,old_fashioned_fairy_tales,noun.location,1
1427,heaven,37,a_house_of_pomegranates,noun.location,5
1428,heaven,37,phantasmion,noun.location,24
1429,heaven,37,the_king_of_the_golden_river,noun.location,2
1430,heaven,37,the_light_princess_and_other_fairy_stories,noun.location,2
1431,heaven,37,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
1432,heaven,37,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,3
1433,heavens,6,phantasmion,noun.location,4
1434,heavens,6,prince_ricardo_of_pantouflia,noun.location,1
1435,heavens,6,the_light_princess_and_other_fairy_stories,noun.location,1
1436,heights,1,phantasmion,noun.location,1
1437,hell,1,a_house_of_pomegranates,noun.location,1
1438,herd,4,phantasmion,noun.group,3
1439,herd,4,prince_ricardo_of_pantouflia,noun.group,1
1440,herds,1,phantasmion,noun.group,1
1441,hiding place,2,phantasmion,noun.location,2
1442,high seas,1,the_book_of_dragons,noun.location,1
1443,history,1,the_light_princess_and_other_fairy_stories,noun.group,1
1444,hive,2,phantasmion,noun.group,1
1445,hive,2,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
1446,hollies,1,phantasmion,noun.location,1
1447,hollow,15,a_house_of_pomegranates,noun.location,1
1448,hollow,15,phantasmion,noun.location,6
1449,hollow,15,prince_ricardo_of_pantouflia,noun.location,3
1450,hollow,15,the_book_of_dragons,noun.location,3
1451,hollow,15,the_king_of_the_golden_river,noun.location,1
1452,hollow,15,the_light_princess_and_other_fairy_stories,noun.location,1
1453,hollows,3,a_house_of_pomegranates,noun.location,1
1454,hollows,3,phantasmion,noun.location,1
1455,hollows,3,the_light_princess_and_other_fairy_stories,noun.location,1
1456,home,71,a_house_of_pomegranates,noun.location,2
1457,home,71,goblin_market,noun.location,2
1458,home,71,melisande,noun.location,1
1459,home,71,old_fashioned_fairy_tales,noun.location,11
1460,home,71,phantasmion,noun.location,9
1461,home,71,prince_prigio,noun.location,2
1462,home,71,prince_ricardo_of_pantouflia,noun.location,3
1463,home,71,the_book_of_dragons,noun.location,7
1464,home,71,the_brown_owl,noun.location,1
1465,home,71,the_happy_prince_and_other_tales,noun.location,1
1466,home,71,the_light_princess_and_other_fairy_stories,noun.location,6
1467,home,71,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
1468,home,71,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,17
1469,home,71,the_reluctant_dragon,noun.location,2
1470,home,71,the_rose_and_the_ring,noun.location,6
1471,horizon,17,phantasmion,noun.location,11
1472,horizon,17,prince_ricardo_of_pantouflia,noun.location,2
1473,horizon,17,the_brown_owl,noun.location,1
1474,horizon,17,the_king_of_the_golden_river,noun.location,1
1475,horizon,17,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
1476,horizon,17,the_reluctant_dragon,noun.location,1
1477,hos- pitality,1,phantasmion,noun.location,1
1478,host,2,phantasmion,noun.group,1
1479,host,2,the_rose_and_the_ring,noun.group,1
1480,hosts,1,phantasmion,noun.group,1
1481,house,5,a_house_of_pomegranates,noun.group,1
1482,house,5,phantasmion,noun.group,4
1483,household,10,phantasmion,noun.group,7
1484,household,10,the_light_princess_and_other_fairy_stories,noun.group,1
1485,household,10,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
1486,household,10,the_rose_and_the_ring,noun.group,1
1487,htasmion,1,phantasmion,noun.location,1
1488,human race,5,old_fashioned_fairy_tales,noun.group,3
1489,human race,5,prince_ricardo_of_pantouflia,noun.group,1
1490,human race,5,the_reluctant_dragon,noun.group,1
1491,humanity,2,old_fashioned_fairy_tales,noun.group,1
1492,humanity,2,the_light_princess_and_other_fairy_stories,noun.group,1
1493,hunt,1,the_brown_owl,noun.group,1
1494,infantry,2,the_rose_and_the_ring,noun.group,2
1495,inmates,1,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
1496,ins,1,the_light_princess_and_other_fairy_stories,noun.group,1
1497,inside,6,prince_ricardo_of_pantouflia,noun.location,1
1498,inside,6,the_book_of_dragons,noun.location,1
1499,inside,6,the_light_princess_and_other_fairy_stories,noun.location,1
1500,inside,6,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,2
1501,inside,6,the_rose_and_the_ring,noun.location,1
1502,interior,2,phantasmion,noun.location,2
1503,isles,1,phantasmion,noun.location,1
1504,join,1,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,1
1505,justice,1,old_fashioned_fairy_tales,noun.location,1
1506,kindred,1,old_fashioned_fairy_tales,noun.group,1
1507,kingdom,38,a_house_of_pomegranates,noun.location,1
1508,kingdom,38,old_fashioned_fairy_tales,noun.location,3
