,text,total_count,book_title,supersense_category,count
0,-,1,the_light_princess_and_other_fairy_stories,noun.location,1
1,A LAKE,1,old_fashioned_fairy_tales,noun.location,1
2,A NUMEROUS COMPANY,1,phantasmion,noun.group,1
3,A THICKET,1,phantasmion,noun.location,1
4,AGRICULTURAL SYSTEM OF,1,the_king_of_the_golden_river,noun.group,1
5,Africa,2,prince_ricardo_of_pantouflia,noun.location,1
6,Africa,2,the_rose_and_the_ring,noun.location,1
7,Al- materra,2,phantasmion,noun.location,2
8,Albi- nian,1,phantasmion,noun.location,1
9,Albuquerque,1,a_house_of_pomegranates,noun.location,1
10,Alma,1,the_rose_and_the_ring,noun.location,1
11,Alma- terra,1,phantasmion,noun.location,1
12,Almaterra,19,phantasmion,noun.group,1
13,Almaterra,19,phantasmion,noun.location,18
14,America,3,the_magic_fishbone,noun.location,1
15,America,3,the_rose_and_the_ring,noun.location,2
16,Anthemmina,1,phantasmion,noun.location,1
17,Arabian Nights,1,prince_prigio,noun.location,1
18,Aragon,1,a_house_of_pomegranates,noun.location,1
19,Arctic regions,4,the_book_of_dragons,noun.location,4
20,Arden,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
21,Arecarp,4,the_brown_owl,noun.location,4
22,Arithmetic Prize,1,the_rose_and_the_ring,noun.group,1
23,Army,3,phantasmion,noun.group,1
24,Army,3,the_rose_and_the_ring,noun.group,2
25,Arzene,4,phantasmion,noun.location,4
26,Ashter,1,a_house_of_pomegranates,noun.location,1
27,Asia,4,prince_ricardo_of_pantouflia,noun.location,3
28,Asia,4,the_pied_piper_of_hamelin,noun.location,1
29,At Gortuleg,1,prince_ricardo_of_pantouflia,noun.location,1
30,Aurora Borealis,6,the_book_of_dragons,noun.location,5
31,Aurora Borealis,6,the_happy_prince_and_other_tales,noun.location,1
32,Australia,4,melisande,noun.location,1
33,Australia,4,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
34,Australia,4,the_rose_and_the_ring,noun.location,2
35,BAD Rocket,2,the_happy_prince_and_other_tales,noun.location,2
36,BANKS OF,1,phantasmion,noun.location,1
37,BEHIND THE THRONE,1,the_rose_and_the_ring,noun.location,1
38,BLACK BROTHERS,1,the_king_of_the_golden_river,noun.location,1
39,BLACK LAKE,1,phantasmion,noun.location,1
40,BLACK STONE CHAPTER,1,the_king_of_the_golden_river,noun.location,1
41,BOLD COUNT,1,the_rose_and_the_ring,noun.location,1
42,BOTTLES,1,melisande,noun.group,1
43,BOWELS OF THE EARTH,1,phantasmion,noun.location,1
44,Baalbec,1,the_happy_prince_and_other_tales,noun.location,1
45,Bear Inn,1,prince_prigio,noun.location,1
46,Beautiful Mountains,16,the_little_lame_prince_and_his_travelling_cloak,noun.location,16
47,Ben Muich Dhui,1,old_fashioned_fairy_tales,noun.location,1
48,Bengal Light,1,the_happy_prince_and_other_tales,noun.group,1
49,Bengal Lights,1,the_happy_prince_and_other_tales,noun.location,1
50,Beyond,1,phantasmion,noun.location,1
51,Billiard Table,1,the_rose_and_the_ring,noun.location,1
52,Bisnagar,1,prince_prigio,noun.location,1
53,Black Lake,7,phantasmion,noun.location,7
54,Black Mountains,8,phantasmion,noun.location,8
55,Black Sea,2,prince_ricardo_of_pantouflia,noun.location,1
56,Black Sea,2,the_rose_and_the_ring,noun.location,1
57,Blombodinga,6,the_rose_and_the_ring,noun.location,6
58,Blue Bird,1,the_book_of_dragons,noun.location,1
59,Blunderbusco,1,the_rose_and_the_ring,noun.location,1
60,Bohemia,1,a_house_of_pomegranates,noun.location,1
61,Bombardaro,2,the_rose_and_the_ring,noun.location,2
62,Bosforo,5,the_rose_and_the_ring,noun.location,5
63,Brian du Bois Gilbert,1,prince_prigio,noun.location,1
64,Britain,1,the_brown_owl,noun.location,1
65,British Islands,1,the_brown_owl,noun.location,1
66,British Museum,1,prince_ricardo_of_pantouflia,noun.location,1
67,Brockburn,3,old_fashioned_fairy_tales,noun.location,3
68,Brunswick,1,the_pied_piper_of_hamelin,noun.location,1
69,Brunswick land,1,the_pied_piper_of_hamelin,noun.location,1
70,Bulverhithe,2,dymchurch_flit,noun.location,2
71,Burgos,1,a_house_of_pomegranates,noun.location,1
72,Business,1,the_rose_and_the_ring,noun.group,1
73,CAPTIVITY,1,phantasmion,noun.location,1
74,CASTLE OF,2,the_rose_and_the_ring,noun.location,2
75,CAVE,1,phantasmion,noun.location,1
76,CHAPTER,1,prince_ricardo_of_pantouflia,noun.location,1
77,CHAPTER III,1,phantasmion,noun.location,1
78,CHAPTER VI,1,phantasmion,noun.location,1
79,CHAPTER VII,1,phantasmion,noun.location,1
80,CHAPTER XI,2,phantasmion,noun.location,1
81,CHAPTER XI,2,prince_prigio,noun.location,1
82,CHAPTER XIII,1,phantasmion,noun.location,1
83,COURT,1,the_rose_and_the_ring,noun.location,1
84,COURT IX,1,the_rose_and_the_ring,noun.location,1
85,Cannon Street Station,1,the_book_of_dragons,noun.location,1
86,Canterbury Bells,1,dymchurch_flit,noun.location,1
87,Cappadocia,1,the_rose_and_the_ring,noun.location,1
88,Castile,1,a_house_of_pomegranates,noun.location,1
89,Castle,9,a_house_of_pomegranates,noun.location,1
90,Castle,9,phantasmion,noun.location,2
91,Castle,9,prince_prigio,noun.location,2
92,Castle,9,the_happy_prince_and_other_tales,noun.location,1
93,Castle,9,the_rose_and_the_ring,noun.location,3
94,Cathedral,2,a_house_of_pomegranates,noun.location,1
95,Cathedral,2,prince_ricardo_of_pantouflia,noun.location,1
96,Cavern,1,phantasmion,noun.location,1
97,Center of Gravity,1,the_book_of_dragons,noun.location,1
98,Central Asia,1,prince_ricardo_of_pantouflia,noun.location,1
99,Ceremonies,1,prince_prigio,noun.group,1
100,Chambers,1,the_rose_and_the_ring,noun.location,1
101,Chaplain Royal,1,prince_prigio,noun.group,1
102,China,2,prince_ricardo_of_pantouflia,noun.location,1
103,China,2,the_light_princess_and_other_fairy_stories,noun.location,1
104,Chinese Empire,1,the_light_princess_and_other_fairy_stories,noun.group,1
105,Christendom,1,the_rose_and_the_ring,noun.location,1
106,Chrysea,4,the_necklace_of_princess_fiorimonde_and_other_stories,noun.location,4
107,Circassia,1,the_rose_and_the_ring,noun.location,1
108,City,3,prince_ricardo_of_pantouflia,noun.location,3
109,City of Manoa,1,prince_ricardo_of_pantouflia,noun.location,1
110,City of the Sun,1,prince_ricardo_of_pantouflia,noun.location,1
111,Cleoras,1,phantasmion,noun.location,1
112,Close beleaguer’d,1,goblin_market,noun.location,1
113,Clouds,1,phantasmion,noun.location,1
114,College,3,prince_ricardo_of_pantouflia,noun.group,1
115,College,3,the_rose_and_the_ring,noun.group,2
116,Consult,1,the_pied_piper_of_hamelin,noun.group,1
117,Corporation,6,the_happy_prince_and_other_tales,noun.group,1
118,Corporation,6,the_pied_piper_of_hamelin,noun.group,5
119,Council,16,a_house_of_pomegranates,noun.group,1
120,Council,16,prince_ricardo_of_pantouflia,noun.group,1
121,Council,16,the_brown_owl,noun.group,13
122,Council,16,the_pied_piper_of_hamelin,noun.group,1
123,County Council,4,the_book_of_dragons,noun.group,3
124,County Council,4,the_book_of_dragons,noun.location,1
125,Court,33,a_house_of_pomegranates,noun.group,2
126,Court,33,melisande,noun.group,2
127,Court,33,prince_prigio,noun.group,8
128,Court,33,prince_prigio,noun.location,1
129,Court,33,prince_ricardo_of_pantouflia,noun.group,1
130,Court,33,the_book_of_dragons,noun.group,1
131,Court,33,the_brown_owl,noun.group,2
132,Court,33,the_brown_owl,noun.location,1
133,Court,33,the_happy_prince_and_other_tales,noun.group,3
134,Court,33,the_happy_prince_and_other_tales,noun.location,1
135,Court,33,the_rose_and_the_ring,noun.group,11
136,Court Exhibition,1,the_book_of_dragons,noun.location,1
137,Court Gazette,2,the_happy_prince_and_other_tales,noun.group,1
138,Court Gazette,2,the_happy_prince_and_other_tales,noun.location,1
139,Crim Tartar Court Journal,1,the_rose_and_the_ring,noun.group,1
140,Crim Tartar Empire,1,the_rose_and_the_ring,noun.group,1
141,Crim Tartary,16,the_rose_and_the_ring,noun.group,2
142,Crim Tartary,16,the_rose_and_the_ring,noun.location,14
143,Crimea,1,the_rose_and_the_ring,noun.location,1
144,Crimean realm,1,the_rose_and_the_ring,noun.location,1
145,Crystal Palace,7,the_book_of_dragons,noun.location,7
146,Cyradis,1,phantasmion,noun.location,1
147,DESERTED PALACE,1,phantasmion,noun.group,1
148,Darkness,3,prince_ricardo_of_pantouflia,noun.location,3
149,Dates,1,goblin_market,noun.group,1
150,Daunia,1,prince_ricardo_of_pantouflia,noun.location,1
151,De- serted,1,phantasmion,noun.group,1
152,Delhi,2,prince_ricardo_of_pantouflia,noun.location,2
153,Deluge,1,the_rose_and_the_ring,noun.location,1
154,Denmark,1,the_rose_and_the_ring,noun.location,1
155,Desert,2,prince_ricardo_of_pantouflia,noun.location,2
156,Deserted Palace,3,phantasmion,noun.group,1
157,Deserted Palace,3,phantasmion,noun.location,2
158,Dew,1,the_light_princess_and_other_fairy_stories,noun.location,1
159,Diamantha,1,phantasmion,noun.location,1
160,Diamanthine Pa-,1,phantasmion,noun.location,1
161,Diamanthine Palace,3,phantasmion,noun.location,3
162,Doraa,1,phantasmion,noun.location,1
163,Dover,1,dymchurch_flit,noun.location,1
164,Downs,4,the_reluctant_dragon,noun.group,1
165,Downs,4,the_reluctant_dragon,noun.location,3
166,Dymchurch,2,dymchurch_flit,noun.location,2
167,Dymchurch Flit,1,dymchurch_flit,noun.location,1
168,Dymchurch Wall,1,dymchurch_flit,noun.location,1
169,END,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
170,ESQUIRE,1,the_king_of_the_golden_river,noun.location,1
171,EXECUTION PLACE,1,the_rose_and_the_ring,noun.location,1
172,Earth,4,a_house_of_pomegranates,noun.location,3
173,Earth,4,phantasmion,noun.location,1
174,Earth Spirit,4,phantasmion,noun.location,4
175,East,3,a_house_of_pomegranates,noun.location,2
176,East,3,the_book_of_dragons,noun.location,1
177,Egypt,12,a_house_of_pomegranates,noun.location,3
178,Egypt,12,the_brown_owl,noun.location,1
179,Egypt,12,the_happy_prince_and_other_tales,noun.location,8
180,Elephant,1,the_rose_and_the_ring,noun.location,1
181,Embassy,1,prince_prigio,noun.group,1
182,End,3,prince_ricardo_of_pantouflia,noun.location,1
183,End,3,the_reluctant_dragon,noun.location,1
184,End,3,the_rose_and_the_ring,noun.location,1
185,England,34,a_house_of_pomegranates,noun.location,2
186,England,34,dymchurch_flit,noun.location,3
187,England,34,prince_ricardo_of_pantouflia,noun.location,10
188,England,34,the_book_of_dragons,noun.location,4
189,England,34,the_brown_owl,noun.location,6
190,England,34,the_little_lame_prince_and_his_travelling_cloak,noun.location,6
191,England,34,the_magic_fishbone,noun.location,1
192,England,34,the_rose_and_the_ring,noun.location,2
193,Ethiopia,3,prince_ricardo_of_pantouflia,noun.location,3
194,Europe,3,a_house_of_pomegranates,noun.location,1
195,Europe,3,dymchurch_flit,noun.location,1
196,Europe,3,prince_ricardo_of_pantouflia,noun.location,1
197,FAMILY IN THE GARDEN,1,phantasmion,noun.group,1
198,FIELD of,1,the_rose_and_the_ring,noun.location,1
199,FORTUNA F.,1,melisande,noun.location,1
200,Fairyland,6,the_light_princess_and_other_fairy_stories,noun.location,6
201,Falkenstein,11,prince_prigio,noun.location,11
202,Families,1,the_pied_piper_of_hamelin,noun.group,1
203,Family _,1,prince_prigio,noun.group,1
204,Fate,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
205,Fencing Master,1,the_rose_and_the_ring,noun.group,1
206,Fidelity,1,the_rose_and_the_ring,noun.location,1
207,Field,3,a_house_of_pomegranates,noun.location,3
208,Finland,1,the_happy_prince_and_other_tales,noun.location,1
209,Firedrake,4,prince_prigio,noun.group,1
210,Firedrake,4,prince_prigio,noun.location,3
211,Fireside Pantomime,1,the_rose_and_the_ring,noun.location,1
212,Flying Horse,4,prince_ricardo_of_pantouflia,noun.location,4
213,Fontainebleau,1,a_house_of_pomegranates,noun.location,1
214,Fore Street,1,the_rose_and_the_ring,noun.location,1
215,Forest,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
216,Forest Hill,6,the_book_of_dragons,noun.location,6
217,Fortunatus,1,prince_ricardo_of_pantouflia,noun.location,1
218,Fountain,2,prince_prigio,noun.location,1
219,Fountain,2,prince_ricardo_of_pantouflia,noun.location,1
220,Fountain of,1,prince_prigio,noun.location,1
221,France,6,a_house_of_pomegranates,noun.location,1
222,France,6,dymchurch_flit,noun.location,2
223,France,6,prince_ricardo_of_pantouflia,noun.location,1
224,France,6,the_happy_prince_and_other_tales,noun.location,1
225,France,6,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
226,Full,1,goblin_market,noun.group,1
227,GIANT 'S HEART,1,the_light_princess_and_other_fairy_stories,noun.location,1
228,GOLDEN KEY,1,the_light_princess_and_other_fairy_stories,noun.location,1
229,GOLDEN RIVER,4,the_king_of_the_golden_river,noun.location,4
230,GROVE WHERE,1,phantasmion,noun.location,1
231,Gaeta,1,prince_ricardo_of_pantouflia,noun.location,1
232,Garret,1,prince_prigio,noun.location,1
233,Gaul,1,the_brown_owl,noun.location,1
234,Gem- maura,1,phantasmion,noun.location,1
235,Gemmaura,6,phantasmion,noun.location,6
236,Gemmaurian,1,phantasmion,noun.group,1
237,General Post Office,3,the_book_of_dragons,noun.group,3
238,Geramaura,1,phantasmion,noun.location,1
239,German Ocean,1,prince_ricardo_of_pantouflia,noun.location,1
240,Germany,2,old_fashioned_fairy_tales,noun.location,1
241,Germany,2,the_book_of_dragons,noun.location,1
242,Ghetto,1,the_happy_prince_and_other_tales,noun.location,1
243,Giantland,5,the_light_princess_and_other_fairy_stories,noun.location,5
244,Giaours,1,a_house_of_pomegranates,noun.location,1
245,Glandreth,4,phantasmion,noun.location,4
246,Gluckstein,7,prince_prigio,noun.location,7
247,Gluckthal,1,prince_prigio,noun.location,1
248,Golden Mines,2,prince_ricardo_of_pantouflia,noun.location,2
249,Golden River,13,the_king_of_the_golden_river,noun.location,13
250,Golden Temple,1,prince_ricardo_of_pantouflia,noun.location,1
251,Gone,1,melisande,noun.location,1
252,Goodwill,2,dymchurch_flit,noun.group,1
253,Goodwill,2,dymchurch_flit,noun.location,1
254,Government,4,a_house_of_pomegranates,noun.group,2
255,Government,4,prince_prigio,noun.group,1
256,Government,4,the_little_lame_prince_and_his_travelling_cloak,noun.group,1
257,Government departments,1,the_book_of_dragons,noun.group,1
258,Grammar School,1,prince_prigio,noun.group,1
259,Granada,2,a_house_of_pomegranates,noun.location,2
260,Great Earth,1,phantasmion,noun.location,1
261,Great Hall,4,a_house_of_pomegranates,noun.location,2
262,Great Hall,4,the_happy_prince_and_other_tales,noun.location,2
263,Greece,1,the_brown_owl,noun.location,1
264,Gregory,1,the_brown_owl,noun.location,1
265,Guard,2,the_rose_and_the_ring,noun.group,2
266,HAMELIN,1,the_pied_piper_of_hamelin,noun.location,1
267,HAMILTON,1,prince_ricardo_of_pantouflia,noun.location,1
268,HAPPY PRINCE,1,the_happy_prince_and_other_tales,noun.location,1
269,HEART OF THE VOLCANIC MOUNTAIN,1,phantasmion,noun.location,1
270,HOME,1,the_rose_and_the_ring,noun.location,1
271,Hail,1,the_book_of_dragons,noun.location,1
272,Hamelin,1,the_pied_piper_of_hamelin,noun.location,1
273,Hamelin Town,1,the_pied_piper_of_hamelin,noun.location,1
274,Hamelin town,1,the_pied_piper_of_hamelin,noun.location,1
275,Hampstead,1,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
276,Hannover,1,prince_ricardo_of_pantouflia,noun.location,1
277,Hanover,4,prince_ricardo_of_pantouflia,noun.location,4
278,Hanover city,1,the_pied_piper_of_hamelin,noun.location,1
279,Hapsburg,1,a_house_of_pomegranates,noun.location,1
280,Heart,1,the_book_of_dragons,noun.location,1
281,Heaven,6,a_house_of_pomegranates,noun.location,1
282,Heaven,6,phantasmion,noun.location,3
283,Heaven,6,prince_ricardo_of_pantouflia,noun.location,1
284,Heaven,6,the_pied_piper_of_hamelin,noun.location,1
285,Hedzoff,1,the_rose_and_the_ring,noun.location,1
286,Hell,1,a_house_of_pomegranates,noun.location,1
287,High Street,2,the_pied_piper_of_hamelin,noun.location,1
288,High Street,2,the_rose_and_the_ring,noun.location,1
289,Highlands,1,old_fashioned_fairy_tales,noun.location,1
290,Hills,1,dymchurch_flit,noun.location,1
291,Home,1,phantasmion,noun.location,1
292,Hopeless Tower,9,the_little_lame_prince_and_his_travelling_cloak,noun.location,9
293,House,2,the_rose_and_the_ring,noun.group,2
294,House of Correction,1,the_rose_and_the_ring,noun.location,1
295,House of Death,1,the_happy_prince_and_other_tales,noun.location,1
296,ISLAND OF,1,the_book_of_dragons,noun.location,1
297,Ice - Peter,1,the_book_of_dragons,noun.location,1
298,Illel,1,a_house_of_pomegranates,noun.location,1
299,Images,1,dymchurch_flit,noun.location,1
300,Imperial Theatre,1,the_rose_and_the_ring,noun.location,1
301,India,32,a_house_of_pomegranates,noun.location,2
302,India,32,the_brown_owl,noun.location,29
303,India,32,the_happy_prince_and_other_tales,noun.location,1
304,Ireland,3,old_fashioned_fairy_tales,noun.location,2
305,Ireland,3,the_brown_owl,noun.location,1
306,Island,11,phantasmion,noun.location,9
307,Island,11,the_book_of_dragons,noun.location,2
308,Isle of Birds,1,phantasmion,noun.location,1
309,Isle of Man,1,the_book_of_dragons,noun.location,1
310,Isle of Wight,1,melisande,noun.location,1
311,It,1,the_book_of_dragons,noun.location,1
312,Italy,1,prince_ricardo_of_pantouflia,noun.location,1
313,Japan,1,the_light_princess_and_other_fairy_stories,noun.location,1
314,Jaqueline,1,prince_ricardo_of_pantouflia,noun.location,1
315,Jaunia,3,prince_ricardo_of_pantouflia,noun.location,3
316,Jericho,1,prince_ricardo_of_pantouflia,noun.location,1
317,KING OF THE GOLDEN RIVER,1,the_king_of_the_golden_river,noun.location,1
318,Kensington,1,the_brown_owl,noun.location,1
319,King,1,the_rose_and_the_ring,noun.location,1
320,King 's Island,2,phantasmion,noun.location,2
321,King Padella,1,the_rose_and_the_ring,noun.location,1
322,King ’s garden,1,the_happy_prince_and_other_tales,noun.location,1
323,Kingdom,2,the_book_of_dragons,noun.location,1
324,Kingdom,2,the_rose_and_the_ring,noun.location,1
325,Kingdom of Rotundia,1,the_book_of_dragons,noun.location,1
326,Koppelberg Hill,1,the_pied_piper_of_hamelin,noun.location,1
327,LAND OF ROCKS,1,phantasmion,noun.location,1
328,LONDON,1,prince_ricardo_of_pantouflia,noun.location,1
329,La Atocha,1,a_house_of_pomegranates,noun.location,1
330,Lake of Shadows,1,the_light_princess_and_other_fairy_stories,noun.location,1
331,Land,9,phantasmion,noun.location,9
332,Land 's End,1,the_book_of_dragons,noun.location,1
333,Land of Palms,6,phantasmion,noun.location,6
334,Land of Rocks,2,phantasmion,noun.location,2
335,Lathra,1,phantasmion,noun.location,1
336,Latin Prize,1,the_rose_and_the_ring,noun.group,1
337,Leucoia,2,phantasmion,noun.location,2
338,Libya,1,a_house_of_pomegranates,noun.location,1
339,Loch Awe,1,old_fashioned_fairy_tales,noun.location,1
340,"Loch Awe,[7",1,old_fashioned_fairy_tales,noun.location,1
341,London,33,prince_ricardo_of_pantouflia,noun.location,2
342,London,33,the_book_of_dragons,noun.location,1
343,London,33,the_brown_owl,noun.location,23
344,London,33,the_little_lame_prince_and_his_travelling_cloak,noun.location,6
345,London,33,the_magic_fishbone,noun.location,1
346,Lone Tower,6,the_book_of_dragons,noun.group,1
347,Lone Tower,6,the_book_of_dragons,noun.location,5
348,Lost Land,2,phantasmion,noun.location,2
349,Lutheran Church,1,prince_ricardo_of_pantouflia,noun.group,1
350,Luxurious,1,prince_ricardo_of_pantouflia,noun.location,1
351,MAGIC JAR THE FIRST WIFE,1,old_fashioned_fairy_tales,noun.group,1
352,MOUNT OF,1,phantasmion,noun.location,1
353,Madrid,2,a_house_of_pomegranates,noun.location,2
354,Magnart,1,phantasmion,noun.location,1
355,Malay Peninsula,1,melisande,noun.location,1
356,Malderyl,8,phantasmion,noun.location,8
357,Manoa,13,prince_ricardo_of_pantouflia,noun.location,13
358,Market - place,1,the_rose_and_the_ring,noun.location,1
359,Marmora,1,prince_ricardo_of_pantouflia,noun.location,1
360,Marquess de Las - Torres,1,a_house_of_pomegranates,noun.location,1
361,Marsh,16,dymchurch_flit,noun.location,16
362,Marshes,2,dymchurch_flit,noun.location,2
363,Matters,1,prince_ricardo_of_pantouflia,noun.group,1
364,Meanwhile,1,prince_ricardo_of_pantouflia,noun.location,1
365,Mecca,1,a_house_of_pomegranates,noun.location,1
366,Melledina,1,phantasmion,noun.location,1
367,Melledine,5,phantasmion,noun.location,5
368,Men,2,dymchurch_flit,noun.group,1
369,Men,2,goblin_market,noun.group,1
370,Mercury,1,the_light_princess_and_other_fairy_stories,noun.location,1
371,Merry England,1,dymchurch_flit,noun.location,1
372,Merrymineral,2,the_brown_owl,noun.location,2
373,Mesopotamia,1,the_brown_owl,noun.location,1
374,Methuen and Co.,1,a_house_of_pomegranates,noun.group,1
375,Mexico,2,a_house_of_pomegranates,noun.location,1
376,Mexico,2,prince_prigio,noun.location,1
377,Michaelmas,1,old_fashioned_fairy_tales,noun.group,1
378,Moors,1,a_house_of_pomegranates,noun.location,1
379,Mount Roraima,1,prince_ricardo_of_pantouflia,noun.location,1
380,Mount Skycrack,6,the_light_princess_and_other_fairy_stories,noun.location,6
381,Mount of Eagles,2,phantasmion,noun.location,2
382,Mountain - Torrent,1,a_house_of_pomegranates,noun.location,1
383,Mountains,1,the_happy_prince_and_other_tales,noun.location,1
384,Myriads,1,the_king_of_the_golden_river,noun.group,1
385,NARROW BAY,1,phantasmion,noun.location,1
386,NASTY THINGS,1,melisande,noun.group,1
387,NINE WHIRLPOOLS,1,the_book_of_dragons,noun.location,1
388,NIX IN MISCHIEF,1,old_fashioned_fairy_tales,noun.location,1
389,NORTH POLE,1,the_book_of_dragons,noun.location,1
390,NURSE OF,1,phantasmion,noun.location,1
391,Natural History,1,prince_prigio,noun.group,1
392,Nature _,1,prince_prigio,noun.location,1
393,Navy Stores,1,the_book_of_dragons,noun.group,1
394,Nemorosa,9,phantasmion,noun.location,9
395,New Moon,1,a_house_of_pomegranates,noun.location,1
396,New World,1,a_house_of_pomegranates,noun.location,1
397,Newgate,1,the_rose_and_the_ring,noun.location,1
398,Nine Whirlpools,7,the_book_of_dragons,noun.location,7
399,Nomansland,27,the_little_lame_prince_and_his_travelling_cloak,noun.location,27
400,North,1,the_pied_piper_of_hamelin,noun.location,1
401,North Pole,23,the_book_of_dragons,noun.location,23
402,North Wind,3,the_happy_prince_and_other_tales,noun.location,3
403,Northern Lights,5,the_book_of_dragons,noun.location,5
404,November,1,phantasmion,noun.location,1
405,Nubia,1,the_brown_owl,noun.location,1
406,Nuestra Senora Del Pilar,1,a_house_of_pomegranates,noun.location,1
407,Nueva,1,a_house_of_pomegranates,noun.location,1
408,Old England,5,dymchurch_flit,noun.location,5
409,Oloola,1,phantasmion,noun.location,1
410,Order of Flagellants,1,the_rose_and_the_ring,noun.group,1
411,Ormuz,1,a_house_of_pomegranates,noun.location,1
412,Orphanage,3,the_book_of_dragons,noun.group,2
413,Orphanage,3,the_book_of_dragons,noun.location,1
414,Owl,1,the_brown_owl,noun.location,1
415,Oxford,2,prince_ricardo_of_pantouflia,noun.location,1
416,Oxford,2,the_book_of_dragons,noun.location,1
417,P H ANTASM ION,1,phantasmion,noun.group,1
418,PALMLAND,2,phantasmion,noun.location,2
419,PHANTASM,1,phantasmion,noun.location,1
420,PHANTASM ION,7,phantasmion,noun.location,7
421,PHANTASMIOK,1,phantasmion,noun.location,1
422,PHANTASMION,50,phantasmion,noun.location,50
423,PHANTASMION-,2,phantasmion,noun.location,2
424,PHANTASMION^.,1,phantasmion,noun.location,1
425,PHANTASMIOW,1,phantasmion,noun.location,1
426,PHANTASMIOX,1,phantasmion,noun.location,1
427,PHANTASMlOy,1,phantasmion,noun.location,1
428,PHAWTASMIOH,1,phantasmion,noun.location,1
429,PIIANTASMION,2,phantasmion,noun.location,2
430,PLACE,1,the_rose_and_the_ring,noun.location,1
431,PRISON,1,phantasmion,noun.location,1
432,PRIVATE,1,the_book_of_dragons,noun.location,1
433,PROCEEDINGS OF,1,the_king_of_the_golden_river,noun.location,1
434,Pachacamac,2,prince_ricardo_of_pantouflia,noun.location,2
435,Pacific,1,prince_ricardo_of_pantouflia,noun.location,1
436,Padan - Aram,1,the_brown_owl,noun.location,1
437,Padella,4,the_rose_and_the_ring,noun.location,4
438,Paflagonia,36,the_rose_and_the_ring,noun.location,36
439,Paflagonia--,1,the_rose_and_the_ring,noun.location,1
440,Paflagonian capital,1,the_rose_and_the_ring,noun.location,1
441,Paflagonian dominions,1,the_rose_and_the_ring,noun.location,1
442,Pahnland springing,1,phantasmion,noun.location,1
443,Palace,17,a_house_of_pomegranates,noun.group,1
444,Palace,17,a_house_of_pomegranates,noun.location,5
445,Palace,17,phantasmion,noun.location,1
446,Palace,17,prince_ricardo_of_pantouflia,noun.location,1
447,Palace,17,the_book_of_dragons,noun.group,1
448,Palace,17,the_book_of_dragons,noun.location,3
449,Palace,17,the_happy_prince_and_other_tales,noun.location,1
450,Palace,17,the_little_lame_prince_and_his_travelling_cloak,noun.location,1
451,Palace,17,the_magic_fishbone,noun.group,1
452,Palace,17,the_rose_and_the_ring,noun.group,1
453,Palace,17,the_rose_and_the_ring,noun.location,1
454,Palace Garden,1,the_rose_and_the_ring,noun.location,1
455,Palace garden,1,the_book_of_dragons,noun.group,1
456,Palazzo Poniatowski,1,the_rose_and_the_ring,noun.location,1
457,Palm- land,12,phantasmion,noun.group,1
458,Palm- land,12,phantasmion,noun.location,11
459,Palmiand,1,phantasmion,noun.location,1
460,Palmland,68,phantasmion,noun.location,68
461,Palmlands,1,phantasmion,noun.location,1
462,Palms,8,phantasmion,noun.location,8
463,Pantouflia,37,prince_prigio,noun.location,15
464,Pantouflia,37,prince_ricardo_of_pantouflia,noun.location,22
465,Paradise,4,the_book_of_dragons,noun.location,2
466,Paradise,4,the_happy_prince_and_other_tales,noun.location,2
467,Parliament,9,the_book_of_dragons,noun.group,8
468,Parliament,9,the_brown_owl,noun.group,1
469,Parma,1,a_house_of_pomegranates,noun.location,1
470,Part,1,phantasmion,noun.location,1
471,Peace,2,old_fashioned_fairy_tales,noun.location,2
472,Peasmarsh Fair,1,dymchurch_flit,noun.group,1
473,Pebbly Waste,4,the_book_of_dragons,noun.location,4
474,Pen,1,the_magic_fishbone,noun.location,1
475,Penselimer,1,phantasmion,noun.location,1
476,People,14,dymchurch_flit,noun.group,1
477,People,14,old_fashioned_fairy_tales,noun.group,2
478,People,14,prince_prigio,noun.group,1
479,People,14,prince_ricardo_of_pantouflia,noun.group,1
480,People,14,the_book_of_dragons,noun.group,2
481,People,14,the_light_princess_and_other_fairy_stories,noun.group,2
482,People,14,the_little_lame_prince_and_his_travelling_cloak,noun.group,3
483,People,14,the_magic_fishbone,noun.group,2
484,Perchance,1,phantasmion,noun.location,1
485,Persia,1,a_house_of_pomegranates,noun.location,1
486,Peru,2,prince_ricardo_of_pantouflia,noun.location,2
487,Phan-,1,phantasmion,noun.location,1
488,Phantasmion,6,phantasmion,noun.location,6
489,Piano Nobile,1,the_rose_and_the_ring,noun.location,1
490,PilANTASMION,1,phantasmion,noun.location,1
491,Pink Throne,1,the_rose_and_the_ring,noun.location,1
492,Places,1,the_reluctant_dragon,noun.location,1
493,Plymouth,1,dymchurch_flit,noun.location,1
494,Pole,5,the_book_of_dragons,noun.location,5
495,Polyanthida,2,phantasmion,noun.location,2
496,Prime Ministers,1,the_book_of_dragons,noun.group,1
497,Privy Council,1,the_rose_and_the_ring,noun.group,1
